Task,Difficulty,Region,Type,Points,ready-to-use,auto-completed
[1398] Defeat Venenatis 50 times,Hard,Wilderness,Combat,80,no,
[1399] Defeat Venenatis 150 times,Hard,Wilderness,Combat,80,no,
[1400] Defeat Venenatis 300 times,Elite,Wilderness,Combat,200,no,
[1401] Defeat Vet'ion 50 times,Hard,Wilderness,Combat,80,no,
[1402] Defeat Vet'ion 150 times,Hard,Wilderness,Combat,80,no,
[1403] Defeat Vet'ion 300 times,Elite,Wilderness,Combat,200,no,
[1404] Defeat Callisto 50 times,Hard,Wilderness,Combat,80,no,
[1405] Defeat Callisto 150 times,Hard,Wilderness,Combat,80,no,
[1406] Defeat Callisto 300 times,Elite,Wilderness,Combat,200,no,
[1407] Complete Sleeping Giants,Medium,Desert,Quest,30,no,
[1408] Complete Beneath Cursed Sands,Hard,Desert,Quest,80,no,
[1413] Complete 1 Speed Task,Hard,General,Diary,80,no,
[1414] Complete 5 Speed Tasks,Hard,General,Diary,80,no,
[1415] Complete 10 Speed Tasks,Elite,General,Diary,200,no,
[1416] Complete 20 Speed Tasks,Elite,General,Diary,200,no,
[1417] Complete 30 Speed Tasks,Elite,General,Diary,200,no,
[1418] The Inferno Combat Achievements,Master,Karamja,Diary,400,no,
[1419] The Fight Caves Combat Achievements,Master,Karamja,Diary,400,no,
[1420] The Whisperer Combat Achievements,Elite,Asgarnia,Diary,200,no,
[1421] Vardorvis Combat Achievements,Elite,Varlamore,Diary,200,no,
[1422] Duke Sucellus Combat Achievements,Elite,Fremennik,Diary,200,no,
[1423] The Leviathan Combat Achievements,Elite,Desert,Diary,200,no,
[1424] Chambers of Xeric Combat Achievements,Master,Kourend,Diary,400,no,
[1425] Theatre of Blood Combat Achievements,Master,Morytania,Diary,400,no,
[1426] Tombs of Amascut Combat Achievements,Master,Desert,Diary,400,no,
[1427] Godwars Dungeon Combat Achievements,Master,Asgarnia,Diary,400,no,
[1428] Zulrah Combat Achievements,Elite,Tirannwn,Diary,200,no,
[1429] Dagannoth Kings Combat Achievements,Elite,Fremennik,Diary,200,no,
[1430] Vorkath Combat Achievements,Elite,Fremennik,Diary,200,no,
[1431] Phantom Muspah Combat Achievements,Elite,Fremennik,Diary,200,no,
[1432] The Nightmare Combat Achievements,Elite,Morytania,Diary,200,no,
[1433] Phosani's Nightmare Combat Achievements,Elite,Morytania,Diary,200,no,
[1434] Grotesque Guardians Combat Achievements,Elite,Morytania,Diary,200,no,
[1435] Abyssal Sire Combat Achievements,Elite,Misthalin,Diary,200,no,
[1436] Alchemical Hydra Combat Achievements,Elite,Kourend,Diary,200,no,
[1437] Gauntlet Combat Achievements,Master,Tirannwn,Diary,400,no,
[1438] Equip a Light Ballista,Elite,Kandarin,Combat,200,yes,
[1439] Kill a Frogeel,Hard,Kandarin,Combat,80,yes,
[1440] Kill a Jubster,Hard,Kandarin,Combat,80,yes,
[1441] Kill a Swordchick,Medium,Kandarin,Combat,30,yes,
[1442] Kill a Newtroost,Medium,Kandarin,Combat,30,yes,
[1444] Sell 20 Iron Sheets,Medium,Kandarin,Misc,30,no,
[1446] Score a Goal in Gnomeball,Hard,Kandarin,Misc,80,no,
[1448] 5 Collection log slots,Medium,General,Diary,30,no,
[1449] 15 Collection log slots,Medium,General,Diary,30,no,
[1450] 30 Collection log slots,Medium,General,Diary,30,no,
[1451] 50 Collection log slots,Medium,General,Diary,30,no,
[1452] 100 Collection log slots,Hard,General,Diary,80,no,
[1453] 200 Collection log slots,Hard,General,Diary,80,no,
[1454] 350 Collection log slots,Elite,General,Diary,200,no,
[1455] 500 Collection log slots,Elite,General,Diary,200,no,
[1456] 750 Collection log slots,Master,General,Diary,400,no,
[1458] TzHaar-Ket-Rak's Combat Achievements,Master,Karamja,Diary,400,no,
[1459] Equip a piece of Virtus,Elite,General,Combat,200,no,
[1464] Obtain 35 Million Prayer XP,Elite,General,Skilling,200,no,
[1466] Obtain 35 Million Runecraft XP,Elite,General,Skilling,200,no,
[1467] Obtain 35 Million Construction XP,Elite,General,Skilling,200,no,
[1469] Obtain 35 Million Agility XP,Elite,General,Skilling,200,no,
[1470] Obtain 35 Million Herblore XP,Elite,General,Skilling,200,no,
[1471] Obtain 35 Million Thieving XP,Elite,General,Skilling,200,no,
[1472] Obtain 35 Million Crafting XP,Elite,General,Skilling,200,no,
[1473] Obtain 35 Million Fletching XP,Elite,General,Skilling,200,no,
[1474] Obtain 35 Million Slayer XP,Elite,General,Skilling,200,no,
[1475] Obtain 35 Million Hunter XP,Elite,General,Skilling,200,no,
[1476] Obtain 35 Million Mining XP,Elite,General,Skilling,200,no,
[1477] Obtain 35 Million Smithing XP,Elite,General,Skilling,200,no,
[1478] Obtain 35 Million Fishing XP,Elite,General,Skilling,200,no,
[1479] Obtain 35 Million Cooking XP,Elite,General,Skilling,200,no,
[1480] Obtain 35 Million Firemaking XP,Elite,General,Skilling,200,no,
[1481] Obtain 35 Million Woodcutting XP,Elite,General,Skilling,200,no,
[1482] Obtain 35 Million Farming XP,Elite,General,Skilling,200,no,
[1483] Obtain 50 Million Attack XP,Elite,General,Skilling,200,no,
[1484] Obtain 50 Million Strength XP,Elite,General,Skilling,200,no,
[1485] Obtain 50 Million Defence XP,Elite,General,Skilling,200,no,
[1486] Obtain 50 Million Ranged XP,Elite,General,Skilling,200,no,
[1487] Obtain 50 Million Prayer XP,Elite,General,Skilling,200,no,
[1488] Obtain 50 Million Magic XP,Elite,General,Skilling,200,no,
[1489] Obtain 50 Million Runecraft XP,Elite,General,Skilling,200,no,
[1490] Obtain 50 Million Construction XP,Elite,General,Skilling,200,no,
[1491] Obtain 50 Million Hitpoints XP,Elite,General,Skilling,200,no,
[1492] Obtain 50 Million Agility XP,Elite,General,Skilling,200,no,
[1493] Obtain 50 Million Herblore XP,Elite,General,Skilling,200,no,
[1494] Obtain 50 Million Thieving XP,Elite,General,Skilling,200,no,
[1495] Obtain 50 Million Crafting XP,Elite,General,Skilling,200,no,
[1496] Obtain 50 Million Fletching XP,Elite,General,Skilling,200,no,
[1497] Obtain 50 Million Slayer XP,Elite,General,Skilling,200,no,
[1498] Obtain 50 Million Hunter XP,Elite,General,Skilling,200,no,
[1499] Obtain 50 Million Mining XP,Elite,General,Skilling,200,no,
[1500] Obtain 50 Million Smithing XP,Elite,General,Skilling,200,no,
[1501] Obtain 50 Million Fishing XP,Elite,General,Skilling,200,no,
[1502] Obtain 50 Million Cooking XP,Elite,General,Skilling,200,no,
[1503] Obtain 50 Million Firemaking XP,Elite,General,Skilling,200,no,
[1504] Obtain 50 Million Woodcutting XP,Elite,General,Skilling,200,no,
[1505] Obtain 50 Million Farming XP,Elite,General,Skilling,200,no,
[1506] Equip Full Ahrims Armour Set,Hard,Morytania,Combat,80,no,
[1507] Equip Full Guthans Armour Set,Hard,Morytania,Combat,80,no,
[1508] Equip Full Dharoks Armour Set,Hard,Morytania,Combat,80,no,
[1509] Equip Full Veracs Armour Set,Hard,Morytania,Combat,80,no,
[1510] Equip Full Torags Armour Set,Hard,Morytania,Combat,80,no,
[1511] Equip Full Karils Armour Set,Hard,Morytania,Combat,80,no,
[1512] Equip any piece of Crystal Armour,Hard,Tirannwn,Combat,80,no,
[1513] Receive a Dragonstone Amulet from an Impling,Hard,Tirannwn,Skilling,80,no,
[1514] Load a blowpipe with Dragon Darts,Elite,Tirannwn,Combat,200,no,
[1515] Equip a Warped Sceptre,Hard,Kandarin,Combat,80,yes,
[1516] Complete Path of Glouphrie,Hard,Kandarin,Quest,80,no,
[1517] Feed Longramble,Hard,Kandarin,Misc,80,no,
[1518] Complete the Ritual Forestry Event,Medium,General,Other,30,no,
[1519] Complete the Pheasant Forestry Event,Medium,General,Other,30,no,
[1520] Equip a two-handed Axe,Hard,General,Other,80,no,
[1521] Complete Tzhaar-Ket-Rak's Special challenge,Master,Karamja,Other,400,no,
[1522] Complete the Varrock Agility Course,Easy,Misthalin,Skilling,10,no,
[1523] Complete 10 Laps of the Varrock Agility Course,Medium,Misthalin,Skilling,30,no,
[1524] Complete 1 Slayer Task,Medium,General,Combat,30,no,
[1525] Use the Falador Party room,Easy,Asgarnia,Misc,10,no,
[1526] Eat Eel sushi,Medium,Misthalin,Combat,30,no,
[1527] Use a Herring on a mighty tree,Medium,Kandarin,Misc,30,no,
[1528] Make a pie for Romily,Medium,Misthalin,Misc,30,no,
[1529] Sleep in Paramaya Inn,Medium,Karamja,Misc,30,no,
[1530] Find the Needle,Medium,General,Misc,30,no,
[1531] Get a Gem from a Gorak,Medium,Misthalin,Combat,30,no,
[1532] Provide Terry a buckle,Medium,Misthalin,Misc,30,no,
[1534] Stun a monster,Medium,Desert,Combat,30,no,
[1535] Get 250 Target points,Medium,Kandarin,Other,30,no,
[1536] Get 750 Target points,Hard,Kandarin,Other,80,no,
[1537] Get 1000 Target points,Elite,Kandarin,Other,200,no,
[1538] Land a hoop on a stick,Medium,General,Skilling,30,no,
[1539] Beat Jacky Jester,Hard,General,Skilling,80,no,
[1540] Use a Hat Stand,Easy,General,Misc,10,no,
[1541] Pickpocket a King Worm,Hard,Kandarin,Skilling,80,no,
[1542] Receive a gift from Arnold,Easy,Kandarin,Misc,10,no,
[1543] Throw a Shot Put 12 yards,Medium,Asgarnia,Misc,30,no,
[1544] Obtain Jack's legendary rod,Easy,Kandarin,Misc,10,no,
[1545] Set a mummy ablaze,Easy,Desert,Combat,10,no,
[1546] Smuggle some Rum,Medium,Morytania,Misc,30,no,
[1547] Upset the homeless,Easy,Misthalin,Misc,10,no,
[1548] Catch a Salmon,Easy,Desert,Skilling,10,partial,
[1549] Balance 5 barrels on your head,Easy,Asgarnia,Misc,10,no,
[1550] Hang a Painting of a Watermill,Medium,Asgarnia,Misc,30,no,
[1551] Trade with Bardur,Hard,Fremennik,Misc,80,no,
[1552] Kill a Spider by kicking it,Easy,Misthalin,Combat,10,no,
[1553] Kill a Cow in one hit,Easy,Misthalin,Combat,10,yes,
[1554] Kill a Rat,Easy,Misthalin,Combat,10,yes,
[1555] Kill a Mugger,Easy,Misthalin,Combat,10,yes,
[1556] Talk to Hans,Easy,Misthalin,Misc,10,no,
[1557] Ask for a Quest from Bob,Easy,Misthalin,Misc,10,no,
[1558] Kill a Ram,Easy,Misthalin,Combat,10,yes,
[1559] Kill a Chicken with your fists,Easy,Misthalin,Combat,10,no,
[1560] Equip an Iron dagger,Easy,Misthalin,Misc,10,yes,
[1561] Pray at an Altar in Lumbridge,Easy,Misthalin,Misc,10,no,
[1562] Eat an Onion,Easy,Misthalin,Misc,10,no,
[1563] Kill a Duck with a fire spell,Easy,Misthalin,Combat,10,no,
[1564] Kill an Imp with an earth spell,Easy,Misthalin,Combat,10,no,
[1565] Kill a Frog,Easy,Misthalin,Combat,10,yes,
[1566] Kill a Goblin holding a spear,Easy,Misthalin,Combat,10,no,
[1567] Buy a candle in Lumbridge,Medium,General,Misc,30,no,
[1568] Drink some of Ali's tea,Easy,Desert,Misc,10,no,
[1569] Kill a Billy Goat,Easy,Desert,Combat,10,yes,
[1570] Kill 10 Locusts,Medium,Desert,Combat,30,no,
[1571] Mine 15 Granite in the Necropolis,Medium,Desert,Skilling,30,no,
[1572] Craft some Pottery In Sophanem,Medium,Desert,Skilling,30,no,
[1573] Have Drew create 500 buckets,Hard,Desert,Skilling,80,no,
[1574] Kill 30 Bandits,Medium,Desert,Combat,30,no,
[1575] Pay Saniboch for Permanent Access,Elite,Karamja,Misc,200,no,
[1576] Equip a Pirate Hook,Master,Karamja,Skilling,400,no,
[1578] Mine 25 gold rocks in Tirannwn,Medium,Tirannwn,Skilling,30,no,
[1579] Chop 100 Maples in Tirannwn,Medium,Tirannwn,Skilling,30,no,
[1580] Kill 5 Bunnies,Medium,General,Combat,30,no,
[1581] Cut the Swaying Tree,Easy,Fremennik,Skilling,10,no,
[1582] Steal a Cow bell in Rellekka,Medium,Fremennik,Skilling,30,no,
[1583] Fill up 20 buckets of sand in Rellekka,Medium,Fremennik,Misc,30,no,
[1584] Catch a Sapphire Glacialis,Medium,Fremennik,Skilling,30,partial,
[1585] Worship the Ectofuntus,Medium,Morytania,Skilling,30,no,
[1586] Smelt a Steel Bar in Port Phasmatys,Medium,Morytania,Skilling,30,no,
[1587] Cook 20 Sharks in Darkmeyer,Hard,Morytania,Skilling,80,no,
[1588] Equip a full set of Vyre Noble,Medium,Morytania,Misc,30,no,
[1589] Chop 100 Blisterwood Logs,Medium,Morytania,Skilling,30,partial,
[1590] Cross the Chaos Temple Stone Shortcut,Hard,Wilderness,Skilling,80,no,
[1591] Offer an egg to a shrine,Medium,Kourend,Skilling,30,no,
[1592] Make 50 Oak Planks in Kourend,Medium,Kourend,Skilling,30,no,
[1593] Equip the Cursed Amulet of Magic,Medium,Kourend,Combat,30,yes,
[1594] Kill a Barbarian in Kourend,Easy,Kourend,Combat,10,yes,
[1595] Kill a King Sand Crab,Medium,Kourend,Combat,30,yes,
[1596] Kill 5 Sand Crabs,Medium,Kourend,Combat,30,no,
[1597] Dig 25 Saltpetre,Medium,Kourend,Misc,30,no,
[1598] Chop 25 Juniper Logs,Medium,Kourend,Skilling,30,partial,
[1599] Create 100 Juniper Charcoal,Medium,Kourend,Misc,30,partial,
[1600] Use the Mine cart transportation System,Easy,Kourend,Misc,10,no,
[1601] Capture 10 sandworms,Medium,Kourend,Skilling,30,no,
[1602] Craft 100 Soul runes,Elite,Kourend,Skilling,200,no,
[1603] Craft 100 Blood runes,Hard,Kourend,Skilling,80,no,
[1604] Complete the Shayzien Basic Agility Course,Medium,Kourend,Skilling,30,no,
[1605] Complete the Shayzien Advanced Agility Course,Hard,Kourend,Skilling,80,no,
[1606] Eat a Field Ration,Easy,Kourend,Misc,10,no,
[1607] Chop 15 Yew Logs in Shayzien,Medium,Kourend,Skilling,30,no,
[1608] Smith Steel in Kourend Castle,Medium,Kourend,Skilling,30,no,
[1609] Catch 150 Anglerfish,Elite,Kourend,Skilling,200,partial,
[1610] Restore 14 Prayer points in Hosidius,Medium,Kourend,Skilling,30,no,
"[1611] Kill a Moss, Fire & Hill Giant in Kourend",Medium,Kourend,Combat,30,no,
[1612] Talk to the Voice of Yama,Medium,Kourend,Misc,30,no,
[1613] Mine 25 Pure Essence,Medium,Misthalin,Skilling,30,partial,
[1614] Catch a Grey Chinchompa,Medium,General,Skilling,30,no,
[1615] Catch 50 Grey Chinchompas,Hard,General,Skilling,80,no,
[1616] Catch 500 Chinchompas,Elite,General,Skilling,200,no,
[1617] Kill 5 Spinners,Medium,Asgarnia,Combat,30,no,
[1618] Equip a piece of Beekeeper's Outfit,Medium,General,Misc,30,no,
[1619] Obtain a Kebab from the Certer Brothers,Hard,General,Misc,80,no,
[1620] Equip a piece of Camouflage outfit,Medium,General,Misc,30,no,
[1621] Complete the Evil Bob random event,Medium,General,Misc,30,no,
[1622] Complete the Postie Pete random event,Medium,General,Misc,30,no,
[1623] Equip a piece of Zombie Outfit,Medium,General,Misc,30,no,
[1624] Trade a herb with Jekyll,Medium,General,Misc,30,no,
[1625] Complete the Maze random event,Medium,General,Misc,30,no,
[1626] Equip a piece of Mime Outfit,Medium,General,Misc,30,no,
[1627] Complete the Pinball random event,Medium,General,Misc,30,no,
[1628] Complete the Pillory random event,Medium,General,Misc,30,no,
[1629] Complete the Prison Pete random event,Medium,General,Misc,30,no,
[1630] Open the Mystery Box,Medium,General,Misc,30,no,
[1631] Complete the Surprise Exam random event,Medium,General,Misc,30,no,
[1632] Complete the Garden of Death,Medium,Kourend,Quest,30,no,
[1633] Harvest 25 Zamorak's Grapes,Hard,Kourend,Skilling,80,partial,
[1634] Mine 50 Volcanic Sulphur,Medium,Kourend,Skilling,30,partial,
[1635] Create 10 Dynamite,Hard,Kourend,Skilling,80,partial,
[1636] Smith Shayzien (1),Medium,Kourend,Skilling,30,no,
[1637] Smith Shayzien (5),Elite,Kourend,Skilling,200,no,
[1638] Repair a Fishing Crane,Easy,Kourend,Skilling,10,no,
[1639] Defeat a Gang Boss,Hard,Kourend,Combat,80,yes,
[1641] Scurrius Combat Achievements,Hard,Misthalin,Diary,80,no,
[1642] Araxxor Combat Achievements,Elite,Morytania,Diary,200,no,
[1643] Use a teleport anchoring scroll,Hard,Wilderness,Combat,80,no,
[1644] Open 1 Zombie Pirate Locker,Medium,Wilderness,Combat,30,no,
[1645] Open 15 Zombie Pirate Lockers,Hard,Wilderness,Combat,80,no,
[1646] Open 50 Zombie Pirate Lockers,Hard,Wilderness,Combat,80,no,
[1647] Redeem 50 Wilderness Agility Tickets,Hard,Wilderness,Skilling,80,no,
[1648] Defeat Scurrius,Medium,Misthalin,Combat,30,yes,
[1649] Defeat Scurrius 10 times,Medium,Misthalin,Combat,30,no,
[1650] Defeat Scurrius 25 times,Medium,Misthalin,Combat,30,no,
[1651] Charter a Ship From Sunset Coast to Civitas,Easy,Varlamore,Misc,10,no,
[1652] Build a Quetzal Landing Site,Medium,Varlamore,Skilling,30,no,
[1653] Travel using the Quetzal Transport System,Easy,Varlamore,Misc,10,no,
[1654] Teleport to Civitas illa Fortis,Medium,Varlamore,Skilling,30,no,
[1655] Teleport to the Fortis Colosseum,Medium,Varlamore,Diary,30,no,
[1656] Create a Quetzal Whistle,Medium,Varlamore,Skilling,30,no,
[1657] Complete a Hunter Rumour,Medium,Varlamore,Skilling,30,no,
[1658] Complete 10 Hunter Rumours,Medium,Varlamore,Skilling,30,no,
[1659] Complete 25 Hunter Rumours,Medium,Varlamore,Skilling,30,no,
[1660] Complete 50 Hunter Rumours,Hard,Varlamore,Skilling,80,no,
[1661] Complete a Ribbiting Tale,Hard,Varlamore,Quest,80,no,
[1662] Use the Bank Chest inside Fortis Colosseum,Hard,Varlamore,Combat,80,no,
[1663] Use the Fortis Salute emote,Hard,Varlamore,Combat,80,no,
[1664] Complete Wave 1 of Fortis Colosseum,Medium,Varlamore,Combat,30,no,
[1665] Complete Wave 6 of Fortis Colosseum,Hard,Varlamore,Combat,80,no,
[1666] Complete Wave 12 of Fortis Colosseum,Elite,Varlamore,Combat,200,no,
"[1667] Obtain 20,000 Glory",Elite,Varlamore,Combat,200,no,
"[1668] Obtain 40,000 Glory",Elite,Varlamore,Combat,200,no,
"[1669] Obtain 58,000 Glory",Master,Varlamore,Combat,400,no,
[1670] Equip a piece of Sunfire Fanatic,Hard,Varlamore,Combat,80,no,
[1671] Equip full Sunfire Fanatic,Hard,Varlamore,Combat,80,no,
[1672] Equip Blessed Dizana's Quiver,Master,Varlamore,Combat,400,yes,
[1673] Equip Tonalztics of Ralos,Elite,Varlamore,Combat,200,yes,
[1674] Equip Echo Boots,Hard,Varlamore,Combat,80,yes,
[1675] Colosseum Combat Achievements,Master,Varlamore,Diary,400,no,
[1676] Perilous Moons Combat Achievements,Elite,Varlamore,Diary,200,no,
[1677] Equip a piece of Blood Moon armour,Medium,Varlamore,Combat,30,no,
[1678] Equip full Blood Moon armour,Hard,Varlamore,Combat,80,no,
[1679] Equip a piece of Eclipse Moon armour,Medium,Varlamore,Combat,30,no,
[1680] Equip full Eclipse Moon armour,Hard,Varlamore,Combat,80,no,
[1681] Equip a piece of Blue Moon armour,Medium,Varlamore,Combat,30,no,
[1682] Equip full Blue Moon armour,Hard,Varlamore,Combat,80,no,
[1683] Defeat Sol Heredit 5 times,Master,Varlamore,Combat,400,no,
[1684] Defeat Sol Heredit 10 times,Master,Varlamore,Combat,400,no,
[1685] Subdue the Moons of Peril,Medium,Varlamore,Combat,30,no,
[1686] Subdue the Moons of Peril 10 times,Medium,Varlamore,Combat,30,no,
[1687] Subdue the Moons of Peril 25 times,Medium,Varlamore,Combat,30,no,
[1688] Subdue the Moons of Peril 50 times,Hard,Varlamore,Combat,80,no,
[1689] Craft 1000 Sunfire Runes,Hard,Varlamore,Skilling,80,no,
[1690] Mine a Calcified Deposit,Medium,Varlamore,Skilling,30,partial,
[1691] Mine 250 Blessed Bone Shards,Medium,Varlamore,Skilling,30,partial,
[1692] Teleport to Cam Torum using a Calcified Moth,Medium,Varlamore,Skilling,30,no,
[1693] Create 100 Jugs of Blessed Sunfire Wine,Hard,Varlamore,Skilling,80,no,
[1694] Mine 20 Mithril Ore in the Stonecutter Outpost,Medium,Varlamore,Skilling,30,no,
[1695] Check the health of Mahogany Tree in Marcellus's Patch,Hard,Varlamore,Skilling,80,no,
[1696] Catch 50 Moonlight Antelopes,Elite,Varlamore,Skilling,200,no,
[1697] Catch 25 Sunlight Antelopes,Hard,Varlamore,Skilling,80,no,
[1698] Steal from the Fortis Spice Stall,Medium,Varlamore,Skilling,30,no,
[1699] Steal a House Key,Medium,Varlamore,Skilling,30,no,
[1700] Steal 15 House Keys,Medium,Varlamore,Skilling,30,no,
[1701] Fish a House Key,Medium,Varlamore,Skilling,30,no,
[1702] Pay an Urchin for Information,Medium,Varlamore,Skilling,30,no,
[1703] Steal a Blessed Bone Statuette,Hard,Varlamore,Skilling,80,no,
[1704] Steal 25 Valuables,Medium,Varlamore,Skilling,30,no,
[1705] Steal 100 Valuables,Medium,Varlamore,Skilling,30,no,
[1706] Equip full Guild Hunter Outfit,Hard,Varlamore,Skilling,80,no,
[1707] Obtain the Huntsman's Kit,Hard,Varlamore,Skilling,80,partial,
[1708] Open a Master Hunter's Loot Sack,Hard,Varlamore,Skilling,80,no,
[1709] Open an Adept Hunter's Loot Sack,Medium,Varlamore,Skilling,30,no,
[1711] Cook 100 Moonlight Antelopes,Hard,Varlamore,Skilling,80,no,
[1712] Drink from a bird bath,Easy,Varlamore,Misc,10,no,
[1713] Pet Xolo in Civitas,Easy,Varlamore,Misc,10,no,
[1714] Pick some Sweetcorn from a Field,Easy,Varlamore,Misc,10,no,
[1715] Kill a Guard in Varlamore underground,Easy,Varlamore,Combat,10,yes,
[1716] Kill a Buffalo,Easy,Varlamore,Combat,10,yes,
[1717] Milk a Buffalo,Easy,Varlamore,Misc,10,no,
[1718] Kill an Icefiend in Varlamore,Easy,Varlamore,Combat,10,yes,
[1719] Chop 20 Magic Logs in Varlamore,Hard,Varlamore,Skilling,80,no,
[1720] Catch 100 Tecu salamanders,Elite,Varlamore,Skilling,200,no,
[1721] Complete Meat and Greet,Medium,Varlamore,Quest,30,no,
[1722] Equip a Tecu Salamander,Elite,Varlamore,Skilling,200,yes,
[1723] 1 Araxxor Kill,Hard,Morytania,Combat,80,yes,
[1724] 50 Araxxor Kills,Hard,Morytania,Combat,80,yes,
[1725] 150 Araxxor Kills,Hard,Morytania,Combat,80,yes,
[1726] 300 Araxxor Kills,Elite,Morytania,Combat,200,yes,
[1727] Equip the Amulet of Rancour,Elite,Morytania,Combat,200,yes,
[1728] Equip the Noxious Halberd,Elite,Morytania,Combat,200,yes,
[1729] Equip Aranea Boots,Hard,Morytania,Combat,80,yes,
[1730] 1 Hueycoatl Kill,Medium,Varlamore,Combat,30,no,
[1731] 50 Hueycoatl Kills,Hard,Varlamore,Combat,80,no,
[1732] 150 Hueycoatl Kills,Hard,Varlamore,Combat,80,no,
[1733] Equip a piece of Hueycoatl armour,Medium,Varlamore,Combat,30,no,
[1734] Equip full Hueycoatl armour,Hard,Varlamore,Combat,80,no,
[1735] Purchase the Reagents Pouch,Hard,Varlamore,Skilling,80,no,
[1736] Purchase the Chugging Barrel,Elite,Varlamore,Skilling,200,no,
[1737] Equip full Alchemists outfit,Hard,Varlamore,Skilling,80,no,
[1738] Make 50 Goading Potions,Hard,Varlamore,Skilling,80,no,
[1739] Make 100 Prayer Regeneration Potions,Hard,Varlamore,Skilling,80,no,
[1740] Equip a piece of Alchemists outfit,Medium,Varlamore,Skilling,30,no,
[1741] Equip Pendant of Ates,Medium,Varlamore,Combat,30,yes,
[1742] Equip a Zombie Axe,Hard,Misthalin,Combat,80,yes,
[1743] 1 Amoxliatl Kill,Medium,Varlamore,Combat,30,yes,
[1744] 50 Amoxliatl Kills,Hard,Varlamore,Combat,80,yes,
[1745] 150 Amoxliatl Kills,Hard,Varlamore,Combat,80,yes,
[1746] Complete 10 laps of the Varlamore Agility Course,Medium,Varlamore,Skilling,30,no,
[1747] Equip Glacial Temotli,Hard,Varlamore,Combat,80,yes,
[1748] Open the Varlamore Moon Chest,Elite,Varlamore,Misc,200,no,
[1749] Equip the Moonlight Fanatic Helmet,Elite,Varlamore,Misc,200,no,
[1750] Kill a Dire Wolf,Medium,Varlamore,Combat,30,yes,
[1751] Give a Dwarf Redberry Antelope,Medium,Varlamore,Skilling,30,no,
[1752] Kill 10 Frost Crabs,Medium,Varlamore,Combat,30,no,
[1753] Activate the Statue of Ates,Medium,Varlamore,Misc,30,no,
[1754] Give Oli some Stew,Easy,Varlamore,Misc,10,no,
[1755] Pet Renu,Easy,Varlamore,Misc,10,no,
[1756] Defeat a Tormented Demon,Medium,Misthalin,Combat,30,yes,
[1757] Defeat 50 Tormented Demons,Medium,Misthalin,Combat,30,no,
[1758] Defeat 150 Tormented Demons,Hard,Misthalin,Combat,80,no,
[1759] Defeat 300 Tormented Demons,Hard,Misthalin,Combat,80,no,
[1760] Equip Burning claws,Hard,Misthalin,Combat,80,yes,
[1761] Equip a Tormented Weapon,Hard,Misthalin,Combat,80,no,
[1762] Create 25 Divine Super Attack Potions,Hard,Tirannwn,Skilling,80,no,
[1763] Create 25 Divine Super Strength Potions,Hard,Tirannwn,Skilling,80,no,
[1764] Dissect 250 Sacred Eels,Elite,Tirannwn,Skilling,200,no,
[1765] Chop 50 Magic Logs in Tirannwn,Hard,Tirannwn,Skilling,80,no,
[1766] Pick up 10 Whiteberries in Tirannwn,Medium,Tirannwn,Misc,30,no,
[1767] Successfully hop over the Tripwire in Tirannwn,Medium,Tirannwn,Skilling,30,no,
[1768] Thieve a Diamond from a Gem Stall in Tirannwn,Medium,Tirannwn,Skilling,30,no,
[1769] Thieve a tiara from a Silver Stall in Tirannwn,Medium,Tirannwn,Skilling,30,no,
[1770] Complete Perilous Moons,Hard,Varlamore,Quest,80,no,
[1771] Pick a Cabbage in Varrock,Easy,Misthalin,Misc,10,no,
[1772] Amoxliatl Combat Achievements,Hard,Varlamore,Combat,80,no,
[1773] Hueycoatl Combat Achievements,Hard,Varlamore,Combat,80,no,
[1774] Use the Northern Staircase in Lumbridge,Easy,Misthalin,Misc,10,no,
[1775] Stroke your cat,Easy,Misthalin,Misc,10,no,
[1776] Get a haircut,Easy,Misthalin,Misc,10,no,
[1777] Shear an Alpaca,Easy,Varlamore,Misc,10,no,
[1778] Investigate Meztlan,Medium,Varlamore,Misc,30,no,
[1779] Fill a Grape Barrel for the Foreman,Medium,Varlamore,Misc,30,no,
[1780] Drink a beer in the Longhall,Easy,Misthalin,Misc,10,no,
[1781] Kill a Barbarian in the Barbarian Village,Easy,Misthalin,Combat,10,yes,
[1782] Obtain a Cake from a Nest,Medium,Varlamore,Misc,30,no,
[1783] Scatter some Ashes,Easy,General,Misc,10,no,
[1784] Clean 25 Grimy Guam Leafs,Easy,General,Skilling,10,no,
[1785] Clean 15 Grimy Tarromin,Easy,General,Skilling,10,no,
[1786] Clean 50 Grimy Ranarr Weed,Medium,General,Skilling,30,no,
[1787] Clean 100 Grimy Avantoe,Hard,General,Skilling,80,no,
[1788] Clean 50 Grimy Cadantine,Medium,General,Skilling,30,no,
[1789] Clean 50 Grimy Lantadyme,Hard,General,Skilling,80,no,
[1790] Kill 1 unique Echo Boss,Hard,General,Combat,80,no,
[1791] Kill 2 unique Echo Bosses,Hard,General,Combat,80,no,
[1792] Kill 3 unique Echo Bosses,Hard,General,Combat,80,no,
[1793] Equip one unique Echo Item,Hard,General,Combat,80,no,
[1794] Equip two unique Echo Items,Hard,General,Combat,80,no,
[1795] Equip three unique Echo Items,Hard,General,Combat,80,no,
[1796] Kill 25 Echo Bosses,Elite,General,Combat,200,no,
